,employee_id,satisfaction_level,last_evaluation,number_project,avg_monthly_hours,company_tenure,work_accident,left,promotion_last_5years,department,salary
2787,2788,0.48,1.0,3,216,2,0,0,0,engineering,low
2788,2789,0.16,0.97,6,235,3,0,0,0,engineering,low
2789,2790,0.62,0.72,3,188,3,0,0,0,engineering,low
2790,2791,0.59,0.47,3,143,2,0,0,0,engineering,medium
2791,2792,0.14,0.9,4,198,4,0,0,0,engineering,medium
2792,2793,0.96,0.92,4,148,3,0,0,0,engineering,medium
2793,2794,0.96,0.42,6,101,4,0,0,0,engineering,medium
2794,2795,0.13,0.89,4,249,6,1,0,0,support,medium
2795,2796,0.64,0.61,5,249,3,1,0,0,support,medium
2796,2797,0.64,0.67,5,198,2,1,0,0,support,medium
2797,2798,0.57,0.72,3,202,3,1,0,0,support,medium
2798,2799,0.49,1.0,3,176,3,0,0,0,support,medium
2799,2800,0.89,0.79,4,133,2,0,0,0,support,medium
2800,2801,0.94,0.75,5,238,2,0,0,0,support,medium
2801,2802,0.51,0.58,2,181,4,0,0,0,support,medium
2802,2803,0.8,0.85,5,242,3,0,0,0,support,high
2803,2804,0.74,0.51,4,185,2,1,0,0,support,low
2804,2805,0.66,0.85,4,237,3,1,0,0,support,medium
2805,2806,0.66,0.99,5,244,3,0,0,0,engineering,medium
2806,2807,0.59,0.62,3,178,4,0,0,0,engineering,medium
2807,2808,0.91,0.57,3,164,3,0,0,0,engineering,medium
2808,2809,0.83,0.98,5,189,4,1,0,0,management,low
2809,2810,0.5,0.91,3,212,2,0,0,0,IT,low
2810,2811,0.69,0.97,4,233,3,0,0,0,IT,low
2811,2812,0.87,0.91,5,268,3,0,0,0,IT,low
2812,2813,0.37,0.43,2,155,2,0,0,0,IT,low
2813,2814,0.9,0.98,4,257,3,0,0,0,IT,low
2814,2815,0.68,0.41,4,254,5,0,0,0,product_mng,low
2815,2816,0.93,0.63,4,143,3,1,0,0,product_mng,low
2816,2817,0.95,0.45,3,225,2,0,0,0,product_mng,low
2817,2818,0.99,1.0,4,223,2,1,0,0,product_mng,low
2818,2819,0.64,0.9,2,101,6,0,0,0,IT,low
2819,2820,0.96,0.37,2,159,6,0,0,0,R&D,low
2820,2821,0.92,0.54,5,141,2,0,0,0,R&D,low
2821,2822,0.22,0.52,5,147,5,1,0,0,R&D,low
2822,2823,0.82,0.99,5,252,3,1,0,0,R&D,low
2823,2824,0.75,0.89,3,196,3,0,0,0,R&D,low
2824,2825,0.2,0.89,6,244,3,0,0,0,R&D,low
2825,2826,0.64,0.73,3,142,3,0,0,0,marketing,low
2826,2827,0.62,0.9,4,155,4,0,0,0,sales,low
2827,2828,0.73,0.59,3,219,2,0,0,0,accounting,low
2828,2829,0.52,0.51,3,213,4,0,0,0,support,low
2829,2830,0.63,0.67,5,263,3,0,0,0,engineering,medium
2830,2831,0.84,0.92,4,274,3,0,0,0,management,medium
2831,2832,0.49,0.96,3,140,3,0,0,0,marketing,medium
2832,2833,0.54,0.78,4,176,2,0,0,0,marketing,medium
2833,2834,0.52,0.78,4,206,2,0,0,0,marketing,medium
2834,2835,0.66,0.63,6,223,6,0,0,0,sales,medium
2835,2836,0.73,0.41,2,231,6,1,0,0,sales,medium
2836,2837,0.54,0.64,3,250,3,0,0,0,sales,medium
2837,2838,0.72,0.68,5,266,4,0,0,0,sales,medium
2838,2839,0.75,0.64,4,247,3,1,0,0,sales,medium
2839,2840,0.77,0.57,3,189,2,0,0,0,sales,medium
2840,2841,0.42,0.94,5,227,5,0,0,0,sales,medium
2841,2842,0.13,0.69,4,127,4,0,0,0,sales,high
2842,2843,0.73,0.88,5,204,5,0,0,0,sales,low
2843,2844,0.5,0.95,5,137,3,0,0,0,sales,medium
2844,2845,0.92,0.62,4,265,3,1,0,0,sales,medium
2845,2846,0.73,0.66,3,135,2,0,0,0,sales,medium
2846,2847,0.74,0.38,2,126,3,0,0,0,sales,medium
2847,2848,0.76,0.78,3,189,2,0,0,0,sales,low
2848,2849,0.53,0.92,3,207,4,1,0,0,sales,low
2849,2850,0.65,0.72,3,134,3,0,0,0,sales,low
2850,2851,0.91,0.85,4,203,2,0,0,0,sales,low
2851,2852,0.69,0.76,5,222,3,1,0,0,sales,low
2852,2853,0.56,0.66,3,232,2,0,0,0,sales,low
2853,2854,0.55,0.81,4,267,5,0,0,0,accounting,low
2854,2855,0.74,0.5,5,131,3,0,0,0,accounting,low
2855,2856,0.86,0.86,3,155,4,0,0,0,accounting,low
2856,2857,0.82,0.74,3,232,3,0,0,0,hr,low
2857,2858,0.35,0.8,3,137,5,0,0,0,hr,low
2858,2859,0.93,0.99,4,136,4,0,0,0,hr,low
2859,2860,0.55,0.77,3,237,2,0,0,0,hr,low
2860,2861,0.99,0.68,4,190,3,0,0,0,engineering,low
2861,2862,0.91,0.89,4,144,3,1,0,0,engineering,low
2862,2863,0.24,0.65,6,194,3,0,0,0,engineering,low
2863,2864,0.77,0.67,3,186,2,0,0,0,engineering,low
2864,2865,0.64,0.66,3,218,3,0,0,0,engineering,low
2865,2866,0.58,0.76,5,260,2,1,0,0,engineering,low
2866,2867,0.65,0.99,4,200,4,0,0,0,engineering,low
2867,2868,0.44,0.68,3,140,3,0,0,0,engineering,low
2868,2869,0.59,0.75,2,156,3,0,0,0,engineering,medium
2869,2870,0.99,0.56,3,193,3,1,0,0,engineering,medium
2870,2871,0.75,0.79,4,145,3,0,0,0,engineering,medium
2871,2872,0.77,0.49,4,217,2,0,0,0,support,medium
2872,2873,0.85,0.64,4,162,3,0,0,0,support,medium
2873,2874,0.77,0.93,5,182,4,0,0,0,support,medium
2874,2875,0.54,0.95,3,221,3,0,0,0,support,medium
2875,2876,0.69,0.82,4,208,2,0,0,0,support,medium
2876,2877,0.66,0.65,5,161,3,0,0,0,support,medium
2877,2878,0.51,0.65,4,269,3,0,0,0,support,medium
2878,2879,0.74,0.59,4,155,3,0,0,0,support,medium
2879,2880,0.55,0.72,3,110,3,0,0,0,support,medium
2880,2881,0.65,0.84,3,154,3,0,0,0,support,high
2881,2882,0.2,0.77,6,213,4,0,0,0,support,low
2882,2883,0.92,0.94,5,248,3,0,0,0,engineering,medium
2883,2884,0.57,0.6,3,202,3,0,0,0,engineering,medium
2884,2885,0.75,0.78,2,251,6,0,0,0,engineering,medium
2885,2886,0.68,0.84,3,239,2,0,0,0,management,medium
2886,2887,0.97,0.7,3,203,3,0,0,0,IT,low
2887,2888,0.79,0.48,4,184,5,1,0,0,IT,low
2888,2889,0.66,0.75,4,203,3,1,0,0,IT,low
2889,2890,0.96,0.69,3,214,2,1,0,0,IT,low
2890,2891,0.73,0.69,4,161,3,0,0,0,IT,low
2891,2892,0.29,0.58,5,234,2,0,0,0,product_mng,low
2892,2893,0.58,0.56,3,151,2,0,0,0,product_mng,low
2893,2894,0.72,0.58,4,149,3,0,0,0,product_mng,low
2894,2895,0.94,0.87,4,240,3,0,0,0,product_mng,low
2895,2896,0.48,0.56,5,140,2,0,0,0,IT,low
2896,2897,0.6,0.99,3,187,2,0,0,0,R&D,low
2897,2898,0.97,0.58,5,156,2,1,0,0,R&D,low
2898,2899,0.74,0.41,4,250,4,0,0,0,R&D,low
2899,2900,0.97,0.61,3,165,2,0,0,0,R&D,low
2900,2901,0.88,0.67,5,260,3,1,0,0,R&D,low
2901,2902,0.5,0.7,3,274,3,0,0,0,marketing,low
2902,2903,0.93,0.98,4,160,3,0,0,0,sales,low
2903,2904,0.3,0.7,5,280,4,1,0,0,accounting,low
2904,2905,0.69,0.53,3,142,3,0,0,0,support,low
2905,2906,0.69,0.9,2,155,2,0,0,0,engineering,low
2906,2907,0.53,0.67,4,167,2,0,0,0,management,low
2907,2908,0.32,0.8,3,263,3,0,0,0,marketing,medium
2908,2909,0.73,0.75,3,259,4,0,0,0,marketing,medium
2909,2910,0.77,0.61,4,223,3,0,0,0,marketing,medium
2910,2911,0.59,0.81,6,123,5,0,0,0,sales,medium
2911,2912,0.19,0.51,5,226,3,0,0,0,sales,medium
2912,2913,0.78,0.95,3,270,2,0,0,0,sales,medium
2913,2914,0.84,0.74,3,139,3,0,0,0,sales,medium
2914,2915,0.65,0.77,5,241,2,0,0,0,sales,medium
2915,2916,0.38,0.43,2,160,6,0,0,0,sales,medium
2916,2917,0.12,0.47,3,258,5,0,0,0,sales,medium
2917,2918,0.74,0.81,5,106,5,0,0,0,sales,medium
2918,2919,0.67,0.82,4,171,2,0,0,0,sales,medium
2919,2920,0.5,0.79,3,186,3,0,0,0,sales,high
2920,2921,0.99,0.39,6,214,5,1,0,0,sales,low
2921,2922,0.79,0.89,4,240,3,0,0,0,sales,medium
2922,2923,0.72,0.51,4,164,3,0,0,0,sales,medium
2923,2924,0.83,0.57,4,232,3,0,0,0,sales,medium
2924,2925,0.69,0.55,5,242,2,0,0,0,sales,medium
2925,2926,0.5,0.89,5,222,3,0,0,0,sales,low
2926,2927,0.82,0.84,3,139,2,1,0,0,sales,low
2927,2928,0.68,0.56,4,272,3,0,0,0,sales,low
2928,2929,0.82,0.69,4,262,2,0,0,0,sales,low
2929,2930,0.32,0.81,2,249,3,0,0,0,accounting,low
2930,2931,0.93,0.86,4,219,3,0,0,0,accounting,low
2931,2932,0.42,0.73,4,208,5,0,0,0,accounting,low
2932,2933,0.22,0.44,3,166,6,0,0,0,hr,low
2933,2934,0.56,0.88,3,174,3,0,0,0,hr,low
2934,2935,0.77,0.75,4,225,3,0,0,0,hr,low
2935,2936,0.29,0.48,2,116,6,1,0,0,hr,low
2936,2937,0.97,0.65,3,219,2,0,0,0,engineering,low
2937,2938,0.91,0.7,4,196,2,0,0,0,engineering,low
2938,2939,0.52,0.67,4,210,3,1,0,0,engineering,low
2939,2940,0.54,0.64,2,219,3,0,0,0,engineering,low
2940,2941,0.54,0.98,3,197,3,0,0,0,engineering,low
2941,2942,0.67,0.52,2,102,6,0,0,0,engineering,low
2942,2943,0.72,0.85,3,186,4,0,0,0,engineering,low
2943,2944,0.68,0.51,4,224,2,0,0,0,engineering,low
2944,2945,0.65,0.98,3,283,2,1,0,0,engineering,low
2945,2946,0.72,0.98,5,197,4,0,0,0,engineering,low
2946,2947,0.51,0.79,5,267,3,0,0,0,engineering,medium
2947,2948,0.8,0.58,4,172,3,0,0,0,support,medium
2948,2949,0.83,0.93,4,261,2,0,0,0,support,medium
2949,2950,0.15,0.86,3,204,4,0,0,0,support,medium
2950,2951,0.5,0.73,4,237,2,0,0,0,support,medium
2951,2952,0.8,0.55,2,212,3,0,0,0,support,medium
2952,2953,0.96,0.62,4,217,2,0,0,0,support,medium
2953,2954,0.67,0.7,5,159,3,1,0,0,support,medium
2954,2955,0.98,0.96,5,139,3,0,0,0,support,medium
2955,2956,0.88,0.59,5,230,3,0,0,0,support,medium
2956,2957,0.85,0.79,3,157,4,0,0,0,support,medium
2957,2958,0.75,0.7,5,269,3,0,0,0,support,medium
2958,2959,0.38,0.77,2,170,3,0,0,0,engineering,high
2959,2960,0.55,0.82,2,197,4,0,0,0,engineering,low
2960,2961,0.63,0.89,4,246,3,0,0,0,engineering,medium
2961,2962,0.78,0.51,4,278,3,0,0,0,management,medium
2962,2963,0.99,0.84,5,138,2,0,0,0,IT,medium
2963,2964,0.72,0.87,3,238,3,0,0,0,IT,medium
2964,2965,0.14,0.83,5,175,6,1,0,0,IT,low
2965,2966,0.81,0.67,4,216,3,0,0,0,IT,low
2966,2967,0.73,0.86,4,196,4,1,0,0,IT,low
2967,2968,0.58,0.8,5,187,3,1,0,0,product_mng,low
2968,2969,0.24,0.85,4,155,5,0,0,0,product_mng,low
2969,2970,0.31,0.86,3,205,5,0,0,0,product_mng,low
2970,2971,0.74,0.63,3,230,2,0,0,0,product_mng,low
2971,2972,0.86,0.69,5,157,3,0,0,0,IT,low
2972,2973,0.22,0.8,4,287,4,0,0,0,R&D,low
2973,2974,0.66,0.7,4,161,3,0,0,0,R&D,low
2974,2975,0.21,0.76,5,239,2,0,0,0,R&D,low
2975,2976,0.95,0.61,3,267,2,0,0,0,R&D,low
2976,2977,0.24,0.55,5,208,5,0,0,0,R&D,low
2977,2978,0.66,0.95,3,133,3,0,0,0,marketing,low
2978,2979,0.88,0.86,3,187,3,0,0,0,marketing,low
2979,2980,0.67,0.61,4,140,2,0,0,0,sales,low
2980,2981,0.75,0.58,4,270,3,0,0,0,accounting,low
2981,2982,0.93,0.48,3,147,3,0,0,0,support,low
2982,2983,0.64,0.71,3,181,2,0,0,0,engineering,low
2983,2984,0.51,0.53,3,156,3,0,0,0,management,low
2984,2985,0.98,0.5,4,207,3,0,0,0,marketing,low
2985,2986,0.72,0.63,4,241,4,1,0,0,marketing,medium
2986,2987,0.51,0.75,4,154,3,0,0,0,marketing,medium
2987,2988,0.54,0.58,4,206,3,0,0,0,sales,medium
2988,2989,0.99,0.76,4,204,2,0,0,0,sales,medium
2989,2990,0.44,0.9,4,117,3,0,0,0,sales,medium
2990,2991,0.74,0.48,5,144,3,0,0,0,sales,medium
2991,2992,0.9,0.77,3,156,3,0,0,0,sales,medium
2992,2993,0.86,0.58,4,211,4,0,0,0,sales,medium
2993,2994,0.66,0.52,3,149,4,1,0,0,sales,medium
2994,2995,0.64,0.96,4,152,5,0,0,0,sales,medium
2995,2996,0.5,0.59,4,192,2,0,0,0,sales,medium
2996,2997,0.88,0.68,4,274,4,0,0,0,sales,medium
2997,2998,0.72,0.47,5,168,6,0,0,0,sales,high
2998,2999,0.53,0.53,4,205,3,0,0,0,sales,low
2999,3000,0.83,0.77,3,228,3,0,0,0,sales,medium
3000,3001,0.24,0.52,4,228,5,0,0,0,sales,medium
3001,3002,0.66,0.75,5,227,3,1,0,0,sales,medium
3002,3003,0.43,0.63,3,156,3,0,0,0,sales,medium
3003,3004,0.75,0.66,5,177,2,0,0,0,sales,low
3004,3005,0.42,0.89,6,188,5,1,0,0,sales,low
3005,3006,0.54,0.74,3,185,4,0,0,0,sales,low
3006,3007,0.84,0.85,3,153,4,0,0,0,accounting,low
3007,3008,0.95,0.79,4,174,3,0,0,0,accounting,low
3008,3009,0.6,0.61,4,209,3,0,0,0,accounting,low
3009,3010,0.95,0.71,3,251,2,1,0,0,hr,low
3010,3011,0.62,0.89,3,153,3,1,0,0,hr,low
3011,3012,0.89,0.73,3,210,2,0,0,0,hr,low
3012,3013,0.73,0.93,5,167,3,0,0,0,hr,low
3013,3014,0.86,0.94,3,151,2,0,0,0,engineering,low
3014,3015,0.76,0.73,3,158,2,0,0,0,engineering,low
3015,3016,0.91,0.76,3,116,5,0,0,0,engineering,low
3016,3017,1.0,0.81,5,178,2,0,0,0,engineering,low
3017,3018,0.98,0.78,4,155,3,1,0,0,engineering,low
3018,3019,0.65,0.89,3,151,2,0,0,0,engineering,low
3019,3020,0.62,0.79,4,216,2,1,0,0,engineering,low
3020,3021,0.83,0.82,5,179,3,0,0,0,engineering,low
3021,3022,0.75,1.0,4,135,4,0,0,0,engineering,low
3022,3023,0.82,0.63,4,232,4,0,0,0,engineering,low
3023,3024,0.69,0.68,4,168,3,0,0,0,engineering,low
3024,3025,0.41,0.96,6,171,5,1,0,0,support,medium
3025,3026,0.52,0.64,5,258,2,0,0,0,support,medium
3026,3027,0.74,0.86,3,221,2,0,0,0,support,medium
3027,3028,0.33,0.96,5,97,3,0,0,0,support,medium
3028,3029,0.8,0.69,3,164,3,0,0,0,support,medium
3029,3030,0.82,0.89,4,237,3,0,0,0,support,medium
3030,3031,0.59,0.65,5,161,2,0,0,0,support,medium
3031,3032,0.98,0.8,4,134,2,1,0,0,support,medium
3032,3033,0.93,0.94,4,188,3,0,0,0,support,medium
3033,3034,0.49,0.95,4,181,3,0,0,0,support,medium
3034,3035,0.6,0.94,4,160,2,0,0,0,support,medium
3035,3036,0.34,0.82,6,197,5,1,0,0,engineering,medium
3036,3037,0.71,0.77,3,145,3,0,0,0,engineering,high
3037,3038,0.6,0.64,5,221,2,0,0,0,engineering,low
3038,3039,0.12,0.78,6,260,5,0,0,0,management,medium
3039,3040,0.16,0.87,3,99,5,1,0,0,IT,medium
3040,3041,0.57,0.61,3,243,3,0,0,0,IT,medium
3041,3042,0.72,0.8,5,244,3,0,0,0,IT,medium
3042,3043,0.91,0.55,4,179,4,0,0,0,IT,low
3043,3044,0.95,0.49,4,146,6,1,0,0,IT,low
3044,3045,0.71,0.9,3,262,2,1,0,0,product_mng,low
3045,3046,0.9,0.69,4,174,2,0,0,0,product_mng,low
3046,3047,0.66,0.81,4,148,4,0,0,0,product_mng,low
3047,3048,0.48,0.59,5,235,3,0,0,0,product_mng,low
3048,3049,0.82,0.82,5,285,2,1,0,0,IT,low
3049,3050,0.83,0.79,4,143,3,0,0,0,R&D,low
3050,3051,0.85,0.82,6,141,5,0,0,0,R&D,low
3051,3052,0.84,0.47,3,125,4,0,0,0,R&D,low
3052,3053,0.99,0.51,4,232,3,0,0,0,R&D,low
3053,3054,0.54,0.72,3,172,2,0,0,0,R&D,low
3054,3055,0.64,0.42,5,283,5,0,0,0,marketing,low
3055,3056,0.67,0.68,3,189,3,0,0,0,sales,low
3056,3057,0.48,0.54,2,144,3,0,0,0,accounting,low
3057,3058,0.58,0.77,4,145,3,1,0,0,support,low
3058,3059,0.54,0.59,3,200,3,0,0,0,engineering,low
3059,3060,0.25,0.65,3,264,4,0,0,0,management,low
3060,3061,0.9,0.53,3,215,3,0,0,0,marketing,low
3061,3062,0.48,0.39,4,272,3,0,0,0,marketing,low
3062,3063,0.76,0.9,5,142,3,0,0,0,marketing,low
3063,3064,0.72,0.53,5,240,2,0,0,0,sales,medium
3064,3065,0.95,0.66,4,168,2,0,0,0,sales,medium
3065,3066,0.73,0.55,4,171,4,0,0,0,sales,medium
3066,3067,0.93,0.7,3,159,2,0,0,0,sales,medium
3067,3068,0.89,0.61,3,175,4,0,0,0,sales,medium
3068,3069,0.7,0.97,4,244,3,0,0,0,sales,medium
3069,3070,0.98,0.57,3,198,3,0,0,0,sales,medium
3070,3071,0.72,0.65,5,151,3,0,0,0,sales,medium
3071,3072,0.49,0.69,2,188,4,0,0,0,sales,medium
3072,3073,0.15,0.85,3,199,2,0,0,0,sales,medium
3073,3074,0.57,0.96,4,257,3,0,0,0,sales,medium
3074,3075,0.21,0.81,4,144,4,0,0,0,sales,medium
3075,3076,0.46,0.57,4,275,3,0,0,0,sales,high
3076,3077,0.56,0.52,3,243,3,0,0,0,sales,low
3077,3078,0.81,0.66,3,181,2,1,0,0,sales,medium
3078,3079,0.93,0.59,5,172,3,0,0,0,sales,medium
3079,3080,0.82,0.97,3,244,5,0,0,0,sales,medium
3080,3081,0.76,0.51,4,242,3,0,0,0,sales,medium
3081,3082,0.97,0.81,3,249,2,0,0,0,sales,low
3082,3083,0.38,0.81,5,128,3,1,0,0,accounting,low
3083,3084,0.46,0.49,3,213,3,0,0,0,accounting,low
3084,3085,0.34,0.57,4,152,3,1,0,0,accounting,low
3085,3086,0.63,0.76,4,245,3,0,0,0,hr,low
3086,3087,0.57,0.56,4,113,3,0,0,0,hr,low
3087,3088,0.17,0.76,4,280,5,0,0,0,hr,low
3088,3089,0.74,0.67,3,273,3,1,0,0,hr,low
3089,3090,0.59,0.56,4,221,3,1,0,0,engineering,low
3090,3091,0.49,0.61,5,133,3,0,0,0,engineering,low
3091,3092,0.49,0.58,3,136,4,1,0,0,engineering,low
3092,3093,0.61,0.71,4,243,3,1,0,0,engineering,low
3093,3094,0.81,0.79,5,135,3,0,0,0,engineering,low
3094,3095,0.74,0.63,3,231,3,0,0,0,engineering,low
3095,3096,0.91,0.98,3,259,4,0,0,0,engineering,low
3096,3097,0.71,0.66,3,238,2,0,0,0,engineering,low
3097,3098,0.73,0.71,3,210,3,0,0,0,engineering,low
3098,3099,0.44,0.4,3,120,6,0,0,0,engineering,low
3099,3100,0.6,0.56,2,203,4,0,0,0,engineering,low
3100,3101,0.73,0.88,4,148,2,0,0,0,support,low
3101,3102,0.8,0.54,4,258,3,0,0,0,support,low
3102,3103,0.97,0.5,3,225,2,0,0,0,support,medium
3103,3104,0.99,0.75,4,208,2,0,0,0,support,medium
3104,3105,0.96,0.82,4,274,3,0,0,0,support,medium
3105,3106,0.24,0.7,5,147,6,1,0,0,support,medium
3106,3107,0.45,0.39,2,167,3,0,0,0,support,medium
3107,3108,0.74,0.96,4,154,4,0,0,0,support,medium
3108,3109,0.6,0.98,4,195,3,0,0,0,support,medium
3109,3110,0.67,0.56,3,237,4,0,0,0,support,medium
3110,3111,0.57,0.99,4,222,2,0,0,0,support,medium
3111,3112,0.87,0.71,5,145,4,0,0,0,engineering,medium
3112,3113,0.25,0.83,3,257,5,1,0,0,engineering,medium
3113,3114,0.98,0.84,3,286,4,0,0,0,engineering,medium
3114,3115,0.3,0.64,2,137,3,0,0,0,management,high
3115,3116,0.21,0.52,5,130,2,0,0,0,IT,low
3116,3117,0.56,0.7,3,214,2,0,0,0,IT,medium
3117,3118,0.75,0.96,3,138,2,0,0,0,IT,medium
3118,3119,0.5,0.77,3,166,3,0,0,0,IT,medium
3119,3120,0.61,0.92,4,159,5,0,0,0,IT,medium
3120,3121,0.83,0.59,5,160,4,0,0,0,product_mng,low
3121,3122,0.66,0.76,3,155,4,1,0,0,product_mng,low
3122,3123,0.84,0.68,3,231,3,0,0,0,product_mng,low
3123,3124,0.87,0.57,4,227,3,0,0,0,product_mng,low
3124,3125,0.48,0.37,3,181,2,0,0,0,IT,low
3125,3126,0.84,0.79,4,222,3,0,0,0,R&D,low
3126,3127,0.49,0.71,3,196,3,0,0,0,R&D,low
3127,3128,0.67,0.93,3,206,3,0,0,0,R&D,low
3128,3129,0.12,0.93,6,257,6,1,0,0,R&D,low
3129,3130,0.99,0.67,5,153,2,0,0,0,R&D,low
3130,3131,0.17,0.59,5,250,5,0,0,0,marketing,low
3131,3132,0.58,0.66,3,250,5,0,0,0,sales,low
3132,3133,0.5,0.73,3,148,3,0,0,0,accounting,low
3133,3134,0.35,0.69,3,141,2,1,0,0,support,low
3134,3135,0.93,0.95,6,147,3,0,0,0,engineering,low
3135,3136,0.73,0.87,3,142,3,0,0,0,management,low
3136,3137,0.91,0.54,3,210,2,0,0,0,marketing,low
3137,3138,0.72,0.66,3,152,2,0,0,0,marketing,low
3138,3139,0.51,0.39,3,149,3,0,0,0,marketing,low
3139,3140,0.55,0.92,3,198,3,0,0,0,sales,low
3140,3141,0.66,0.76,3,139,5,0,0,0,sales,low
3141,3142,0.84,0.41,6,255,6,1,0,0,sales,medium
3142,3143,0.81,0.8,4,229,2,0,0,0,sales,medium
3143,3144,0.81,0.69,5,134,2,0,0,0,sales,medium
3144,3145,0.5,0.75,5,255,3,0,0,0,sales,medium
3145,3146,0.78,0.68,5,189,3,0,0,0,sales,medium
3146,3147,0.76,0.74,3,183,3,0,0,0,sales,medium
3147,3148,0.49,0.71,3,154,2,0,0,0,sales,medium
3148,3149,0.99,0.61,3,167,3,0,0,0,sales,medium
3149,3150,0.73,0.48,4,139,5,0,0,0,sales,medium
3150,3151,0.88,0.74,5,245,2,0,0,0,sales,medium
3151,3152,0.79,0.91,4,200,3,0,0,0,sales,medium
3152,3153,0.83,0.98,3,159,2,0,0,0,sales,medium
3153,3154,0.21,0.44,4,163,6,0,0,0,sales,high
3154,3155,0.87,0.52,3,158,2,1,0,0,sales,low
3155,3156,1.0,0.89,3,194,3,0,0,0,sales,medium
3156,3157,0.49,0.98,3,267,3,1,0,0,sales,medium
3157,3158,0.51,0.63,3,183,2,0,0,0,sales,medium
3158,3159,0.63,0.64,3,174,2,0,0,0,accounting,medium
3159,3160,0.91,0.63,4,240,3,0,0,0,accounting,low
3160,3161,0.54,0.5,2,123,4,1,0,0,accounting,low
3161,3162,1.0,0.59,4,174,3,0,0,0,hr,low
3162,3163,0.64,0.91,5,246,3,0,0,0,hr,low
3163,3164,0.65,0.96,5,173,2,0,0,0,hr,low
3164,3165,0.15,0.93,4,185,5,0,0,0,hr,low
3165,3166,0.81,0.83,4,259,3,1,0,0,engineering,low
3166,3167,0.61,0.83,3,112,4,1,0,0,engineering,low
3167,3168,0.86,0.55,5,219,2,0,0,0,engineering,medium
3168,3169,0.71,0.62,3,258,2,0,0,0,engineering,medium
3169,3170,0.72,0.82,5,287,3,0,0,0,engineering,medium
3170,3171,0.84,0.37,5,186,2,0,0,0,engineering,medium
3171,3172,0.38,0.74,3,159,4,0,0,0,engineering,medium
3172,3173,0.75,0.56,4,230,3,0,0,0,engineering,medium
3173,3174,0.93,0.77,5,106,5,0,0,0,engineering,medium
3174,3175,0.71,0.64,4,189,3,0,0,0,engineering,medium
3175,3176,0.75,0.96,3,252,3,0,0,0,engineering,medium
3176,3177,0.56,0.68,4,220,2,0,0,0,support,medium
3177,3178,0.57,0.82,5,218,3,0,0,0,support,medium
3178,3179,0.63,0.83,4,145,4,0,0,0,support,medium
3179,3180,0.59,0.91,4,142,3,1,0,0,support,medium
3180,3181,0.77,0.62,3,218,2,0,0,0,support,medium
3181,3182,0.65,0.7,4,157,4,0,0,0,support,medium
3182,3183,0.84,0.49,4,178,3,0,0,0,support,medium
3183,3184,0.9,0.45,4,241,6,0,0,0,support,medium
3184,3185,0.6,0.83,3,230,3,0,0,0,support,medium
3185,3186,0.9,0.74,5,249,3,0,0,0,support,medium
3186,3187,0.94,0.7,5,147,2,0,0,0,support,medium
3187,3188,0.56,0.9,4,115,3,0,0,0,engineering,medium
3188,3189,0.95,0.86,5,143,3,0,0,0,engineering,medium
3189,3190,0.97,0.85,4,219,3,0,0,0,engineering,medium
3190,3191,0.55,0.63,4,218,2,0,0,0,management,medium
3191,3192,0.79,0.6,5,235,2,0,0,0,IT,medium
3192,3193,0.49,0.76,5,237,3,0,0,0,IT,high
3193,3194,0.49,0.58,5,186,2,0,0,0,IT,high
3194,3195,0.57,0.65,5,177,2,0,0,0,IT,high
3195,3196,0.89,0.81,4,228,4,0,0,0,IT,high
3196,3197,0.66,0.59,3,204,3,0,0,0,product_mng,high
3197,3198,0.94,0.77,5,210,3,0,0,0,product_mng,high
3198,3199,0.98,0.95,4,250,2,1,0,0,product_mng,high
3199,3200,0.18,0.52,5,185,6,0,0,0,product_mng,high
3200,3201,0.57,0.73,3,146,3,0,0,0,IT,high
3201,3202,0.67,0.55,3,217,2,0,0,0,R&D,high
3202,3203,0.12,0.61,6,172,6,0,0,0,R&D,high
3203,3204,0.48,0.95,3,184,2,0,0,0,R&D,high
3204,3205,0.61,0.97,3,148,3,0,0,0,R&D,low
3205,3206,0.23,0.52,5,236,4,0,0,0,R&D,low
3206,3207,0.4,0.38,3,280,2,0,0,0,marketing,low
3207,3208,0.57,0.6,3,218,3,0,0,0,sales,low
3208,3209,0.95,0.98,5,155,3,0,0,0,accounting,low
3209,3210,0.93,0.66,4,242,4,0,0,0,support,low
3210,3211,0.7,0.88,3,166,5,0,0,0,engineering,low
3211,3212,0.58,0.9,4,175,3,1,0,0,management,low
3212,3213,0.52,0.95,5,234,3,0,0,0,marketing,low
3213,3214,0.98,0.88,5,232,3,0,0,0,marketing,low
3214,3215,0.93,0.94,4,156,3,1,0,0,marketing,low
3215,3216,0.34,0.63,5,248,3,0,0,0,sales,low
3216,3217,0.87,0.75,4,218,2,0,0,0,sales,low
3217,3218,0.52,0.96,5,251,2,1,0,0,sales,low
3218,3219,0.58,0.91,4,173,4,0,0,0,sales,low
3219,3220,0.65,0.51,4,157,3,1,0,0,sales,medium
3220,3221,0.74,0.59,3,274,3,0,0,0,sales,medium
3221,3222,0.63,0.7,5,182,3,0,0,0,sales,medium
3222,3223,0.74,0.74,4,233,2,0,0,0,sales,medium
3223,3224,0.65,1.0,4,249,3,0,0,0,sales,medium
3224,3225,0.48,0.94,3,162,3,1,0,0,sales,medium
3225,3226,0.84,0.75,3,184,3,0,0,0,sales,medium
