,employee_id,satisfaction_level,last_evaluation,number_project,avg_monthly_hours,company_tenure,work_accident,left,promotion_last_5years,department,salary,satisfaction_range,evaluation_range
3373,3374,0.85,0.86,3,255,2,0,0,0,sales,low,excellent,good
3374,3375,0.72,0.51,3,254,2,0,0,0,sales,low,good,poor
3375,3376,0.91,0.85,3,244,3,1,0,0,sales,medium,excellent,good
3376,3377,0.81,0.83,3,132,4,0,0,0,sales,medium,good,good
3377,3378,0.13,0.67,5,234,6,0,0,0,sales,medium,very_poor,average
3378,3379,0.95,0.81,4,272,3,0,0,0,sales,medium,excellent,good
3379,3380,0.82,0.54,4,191,3,0,0,0,sales,medium,excellent,poor
3380,3381,0.63,0.93,4,238,4,0,0,0,sales,medium,average,excellent
3381,3382,0.55,0.69,3,225,2,0,0,0,sales,medium,average,average
3382,3383,0.83,0.95,3,211,2,0,0,0,sales,medium,excellent,excellent
3383,3384,0.54,0.98,3,217,3,0,0,0,sales,medium,average,excellent
3384,3385,0.89,0.91,5,156,4,0,0,0,sales,medium,excellent,excellent
3385,3386,0.79,0.55,3,147,3,0,0,0,sales,medium,good,poor
3386,3387,0.56,0.73,4,134,3,0,0,0,accounting,medium,average,average
3387,3388,0.89,0.7,4,235,2,1,0,0,accounting,high,excellent,average
3388,3389,1.0,0.66,4,238,4,0,0,0,accounting,low,excellent,average
3389,3390,0.43,0.72,3,258,4,0,0,0,hr,medium,poor,average
3390,3391,0.71,0.55,5,224,3,0,0,0,hr,medium,good,poor
3391,3392,0.98,0.59,4,149,2,0,0,0,hr,medium,excellent,poor
3392,3393,0.81,0.7,4,219,2,1,0,0,hr,medium,good,average
3393,3394,0.71,0.53,3,186,2,0,0,0,engineering,low,good,poor
3394,3395,0.99,0.6,4,259,4,0,0,0,engineering,low,excellent,poor
3395,3396,0.34,0.62,3,119,2,0,0,0,engineering,low,poor,average
3396,3397,0.58,0.91,3,223,2,0,0,0,engineering,low,average,excellent
3397,3398,0.77,0.49,4,184,3,0,0,0,engineering,low,good,poor
3398,3399,0.64,0.5,3,238,4,0,0,0,engineering,low,good,poor
3399,3400,0.13,1.0,4,157,5,1,0,0,engineering,low,very_poor,excellent
3400,3401,0.98,0.6,2,249,3,0,0,0,engineering,low,excellent,poor
3401,3402,0.72,0.84,4,195,2,0,0,0,engineering,low,good,good
3402,3403,0.55,0.79,3,162,2,0,0,0,engineering,low,average,good
3403,3404,0.62,0.91,4,231,3,0,0,0,engineering,low,average,excellent
3404,3405,0.74,0.91,2,264,3,0,0,0,support,low,good,excellent
3405,3406,0.69,0.96,3,210,3,0,0,0,support,low,good,excellent
3406,3407,0.6,0.63,4,192,3,0,0,0,support,low,average,average
3407,3408,0.54,0.43,3,192,2,0,0,0,support,low,average,very_poor
3408,3409,0.56,0.75,4,249,3,0,0,0,support,low,average,good
3409,3410,0.58,0.86,5,206,3,0,0,0,support,low,average,good
3410,3411,0.21,0.66,4,165,5,0,0,0,support,low,very_poor,average
3411,3412,0.52,0.85,5,183,3,0,0,0,support,low,average,good
3412,3413,0.98,0.7,4,253,2,0,0,0,support,low,excellent,average
3413,3414,0.85,0.97,3,256,3,0,0,0,support,low,excellent,excellent
3414,3415,0.62,0.88,2,263,4,0,0,0,support,medium,average,excellent
3415,3416,0.63,0.61,3,234,3,1,0,0,engineering,medium,average,poor
3416,3417,0.84,0.97,6,223,2,0,0,0,engineering,medium,excellent,excellent
3417,3418,0.71,0.69,2,172,3,0,0,0,engineering,medium,good,average
3418,3419,0.36,0.55,6,226,6,0,0,0,management,medium,poor,poor
3419,3420,0.79,0.56,6,205,4,1,0,0,IT,medium,good,poor
3420,3421,0.59,0.55,4,235,2,0,0,0,IT,medium,average,poor
3421,3422,0.5,0.53,4,263,3,0,0,0,IT,medium,average,poor
3422,3423,0.88,0.66,4,271,3,1,0,0,IT,medium,excellent,average
3423,3424,0.65,0.69,6,131,5,0,0,0,IT,medium,good,average
3424,3425,0.71,0.56,4,238,4,0,0,0,product_mng,medium,good,poor
3425,3426,0.89,0.54,3,214,2,0,0,0,product_mng,medium,excellent,poor
3426,3427,0.83,0.84,3,267,3,0,0,0,product_mng,high,excellent,good
3427,3428,0.73,0.53,3,184,2,0,0,0,product_mng,low,good,poor
3428,3429,0.71,0.67,3,264,3,0,0,0,IT,medium,good,average
3429,3430,0.53,0.66,3,109,2,0,0,0,R&D,medium,average,average
3430,3431,0.74,0.7,3,253,4,1,0,0,R&D,medium,good,average
3431,3432,0.6,0.52,4,207,2,1,0,0,R&D,medium,average,poor
3432,3433,0.47,0.6,4,263,5,0,0,0,R&D,low,average,poor
3433,3434,0.88,0.88,3,214,2,1,0,0,R&D,low,excellent,excellent
3434,3435,0.62,0.67,2,153,3,0,0,0,marketing,low,average,average
3435,3436,0.24,0.48,5,123,5,1,0,0,sales,low,very_poor,very_poor
3436,3437,0.15,0.36,5,159,2,0,0,0,accounting,low,very_poor,very_poor
3437,3438,0.92,0.82,3,185,3,0,0,0,support,low,excellent,good
3438,3439,0.74,0.7,4,167,3,1,0,0,engineering,low,good,average
3439,3440,0.86,0.77,3,271,3,0,0,0,management,low,excellent,good
3440,3441,0.96,0.61,3,140,3,0,0,0,marketing,low,excellent,poor
3441,3442,0.54,0.6,4,141,3,0,0,0,marketing,low,average,poor
3442,3443,0.99,0.87,4,190,2,0,0,0,marketing,low,excellent,good
3443,3444,0.72,0.73,5,134,2,0,0,0,sales,low,good,average
3444,3445,0.96,0.75,5,176,4,0,0,0,sales,low,excellent,good
3445,3446,0.73,0.73,4,194,2,0,0,0,sales,low,good,average
3446,3447,0.67,0.44,5,212,4,0,0,0,sales,low,good,very_poor
3447,3448,0.58,0.72,5,234,3,1,0,0,sales,low,average,average
3448,3449,0.9,0.99,4,190,2,0,0,0,sales,low,excellent,excellent
3449,3450,0.99,0.37,5,155,3,0,0,0,sales,low,excellent,very_poor
3450,3451,0.89,0.58,4,232,2,0,0,0,sales,low,excellent,poor
3451,3452,0.72,0.95,4,216,3,0,0,0,sales,low,good,excellent
3452,3453,0.77,0.8,3,207,3,0,0,0,sales,low,good,good
3453,3454,0.8,0.94,4,200,4,0,0,0,sales,medium,good,excellent
3454,3455,0.89,0.86,3,178,4,0,0,0,sales,medium,excellent,good
3455,3456,0.59,0.81,4,173,2,0,0,0,sales,medium,average,good
3456,3457,0.24,0.87,5,268,5,0,0,0,sales,medium,very_poor,good
3457,3458,0.94,0.59,6,212,2,0,0,0,sales,medium,excellent,poor
3458,3459,0.74,0.5,4,216,3,0,0,0,sales,medium,good,poor
3459,3460,0.63,0.62,5,212,6,0,0,0,sales,medium,average,average
3460,3461,0.63,0.59,3,155,3,1,0,0,sales,medium,average,poor
3461,3462,0.77,0.65,4,164,2,0,0,0,sales,medium,good,average
3462,3463,0.87,0.74,3,209,3,0,0,0,accounting,medium,excellent,average
3463,3464,0.79,0.61,4,136,3,0,0,0,accounting,medium,good,poor
3464,3465,0.54,0.84,4,223,3,0,0,0,accounting,medium,average,good
3465,3466,0.59,0.83,4,239,4,0,0,0,hr,high,average,good
3466,3467,0.86,0.87,3,205,4,0,0,0,hr,low,excellent,good
3467,3468,0.98,0.68,3,203,3,0,0,0,hr,medium,excellent,average
3468,3469,1.0,0.79,5,152,4,0,0,0,hr,medium,excellent,good
3469,3470,0.9,0.79,4,236,3,1,0,0,engineering,medium,excellent,good
3470,3471,0.34,0.6,4,114,3,0,0,0,engineering,medium,poor,poor
3471,3472,0.95,0.93,3,209,2,0,0,0,engineering,low,excellent,excellent
3472,3473,0.79,0.48,4,178,2,0,0,0,engineering,low,good,very_poor
3473,3474,0.13,0.91,4,175,5,0,0,0,engineering,low,very_poor,excellent
3474,3475,0.72,0.69,3,270,4,0,0,0,engineering,low,good,average
3475,3476,0.63,0.54,3,145,2,1,0,0,engineering,low,average,poor
3476,3477,0.81,0.76,5,134,2,0,0,0,engineering,low,good,good
3477,3478,0.71,0.75,4,272,4,0,0,0,engineering,low,good,good
3478,3479,0.49,0.76,3,208,2,0,0,0,engineering,low,average,good
3479,3480,0.59,0.65,4,219,3,1,0,0,engineering,low,average,average
3480,3481,0.87,0.59,5,154,3,0,0,0,support,low,excellent,poor
3481,3482,0.66,0.6,3,179,4,0,0,0,support,low,good,poor
3482,3483,0.78,0.92,5,137,2,0,0,0,support,low,good,excellent
3483,3484,0.65,0.7,4,211,2,0,0,0,support,low,good,average
3484,3485,0.8,0.97,5,271,4,0,0,0,support,low,good,excellent
3485,3486,0.56,0.75,4,192,2,0,0,0,support,low,average,good
3486,3487,0.85,0.67,4,228,4,0,0,0,support,low,excellent,average
3487,3488,0.14,0.46,2,267,6,1,0,0,support,low,very_poor,very_poor
3488,3489,0.74,0.62,4,272,2,0,0,0,support,low,good,average
3489,3490,0.86,0.93,2,260,2,0,0,0,support,low,excellent,excellent
3490,3491,0.71,0.96,4,161,3,0,0,0,support,low,good,excellent
3491,3492,0.83,0.99,4,226,2,0,0,0,engineering,low,excellent,excellent
3492,3493,0.52,0.49,4,249,4,1,0,0,engineering,medium,average,poor
3493,3494,0.63,0.8,3,243,3,0,0,0,engineering,medium,average,good
3494,3495,0.92,0.93,4,247,2,0,0,0,management,medium,excellent,excellent
3495,3496,0.66,0.87,3,186,2,0,0,0,IT,medium,good,good
3496,3497,0.77,0.7,3,155,3,0,0,0,IT,medium,good,average
3497,3498,0.74,0.97,2,135,4,0,0,0,IT,medium,good,excellent
3498,3499,0.81,0.76,5,198,4,0,0,0,IT,medium,good,good
3499,3500,0.67,0.55,3,175,2,0,0,0,IT,medium,good,poor
3500,3501,0.75,0.92,3,192,3,0,0,0,product_mng,medium,good,excellent
3501,3502,0.65,0.36,2,282,3,0,0,0,product_mng,medium,good,very_poor
3502,3503,0.81,0.6,4,179,3,0,0,0,product_mng,medium,good,poor
3503,3504,0.57,0.77,4,245,3,0,0,0,product_mng,medium,average,good
3504,3505,0.89,0.66,4,235,3,0,0,0,IT,high,excellent,average
3505,3506,0.5,0.56,4,266,2,0,0,0,R&D,low,average,poor
3506,3507,0.21,0.42,4,269,4,1,0,0,R&D,medium,very_poor,very_poor
3507,3508,0.79,0.67,3,264,2,0,0,0,R&D,medium,good,average
3508,3509,0.66,0.57,3,161,2,1,0,0,R&D,medium,good,poor
3509,3510,0.82,0.95,3,203,3,0,0,0,R&D,medium,excellent,excellent
3510,3511,0.85,0.85,4,258,2,0,0,0,marketing,low,excellent,good
3511,3512,0.72,0.96,3,143,3,0,0,0,sales,low,good,excellent
3512,3513,0.52,0.92,3,214,3,0,0,0,accounting,low,average,excellent
3513,3514,0.5,0.62,4,166,3,1,0,0,support,low,average,average
3514,3515,0.52,0.82,3,192,3,0,0,0,engineering,low,average,good
3515,3516,0.13,0.87,3,185,4,1,0,0,management,low,very_poor,good
3516,3517,0.87,0.98,4,173,3,0,0,0,marketing,low,excellent,excellent
3517,3518,0.53,0.98,2,163,3,0,0,0,marketing,low,average,excellent
3518,3519,0.15,0.76,5,277,4,0,0,0,marketing,low,very_poor,good
3519,3520,0.64,0.86,5,274,2,1,0,0,sales,low,good,good
3520,3521,0.52,0.44,3,119,2,0,0,0,sales,low,average,very_poor
3521,3522,0.79,0.67,4,267,3,0,0,0,sales,low,good,average
3522,3523,0.74,0.89,3,160,2,0,0,0,sales,low,good,excellent
3523,3524,0.81,0.84,4,198,2,0,0,0,sales,low,good,good
3524,3525,0.94,0.6,3,193,3,0,0,0,sales,low,excellent,poor
3525,3526,0.67,0.84,6,250,2,0,0,0,sales,low,good,good
3526,3527,0.93,0.84,3,237,4,1,0,0,sales,low,excellent,good
3527,3528,0.52,0.96,4,170,2,0,0,0,sales,low,average,excellent
3528,3529,0.48,0.74,2,157,2,1,0,0,sales,medium,average,average
3529,3530,0.57,0.92,6,267,4,0,0,0,sales,medium,average,excellent
3530,3531,0.71,0.77,4,192,4,0,0,0,sales,medium,good,good
3531,3532,0.9,0.74,4,218,2,1,0,0,sales,medium,excellent,average
3532,3533,0.58,0.61,4,210,3,0,0,0,sales,medium,average,poor
3533,3534,0.66,0.48,4,229,4,0,0,0,sales,medium,good,very_poor
3534,3535,0.59,0.66,3,186,3,0,0,0,sales,medium,average,average
3535,3536,0.96,0.5,3,234,2,1,0,0,sales,medium,excellent,poor
3536,3537,0.13,0.91,2,149,5,0,0,0,sales,medium,very_poor,excellent
3537,3538,0.93,0.92,3,205,3,0,0,0,sales,medium,excellent,excellent
3538,3539,0.54,0.72,3,148,4,0,0,0,accounting,medium,average,average
3539,3540,0.54,0.77,5,270,3,0,0,0,accounting,medium,average,good
3540,3541,0.87,0.62,3,176,3,0,0,0,accounting,high,excellent,average
3541,3542,0.79,0.91,3,226,2,0,0,0,hr,low,good,excellent
3542,3543,0.83,0.57,3,232,4,0,0,0,hr,medium,excellent,poor
3543,3544,0.73,0.6,3,137,3,0,0,0,hr,medium,good,poor
3544,3545,0.29,0.42,6,253,3,0,0,0,hr,medium,poor,very_poor
3545,3546,0.8,0.7,6,231,4,0,0,0,engineering,medium,good,average
3546,3547,0.29,0.81,3,189,6,0,0,0,engineering,low,poor,good
3547,3548,0.43,0.85,6,168,2,0,0,0,engineering,low,poor,good
3548,3549,0.99,0.93,3,261,3,0,0,0,engineering,low,excellent,excellent
3549,3550,0.86,0.51,4,152,3,0,0,0,engineering,low,excellent,poor
3550,3551,0.85,0.78,5,263,2,1,0,0,engineering,low,excellent,good
3551,3552,0.66,0.68,3,258,3,0,0,0,engineering,low,good,average
3552,3553,0.57,0.99,3,205,3,0,0,0,engineering,low,average,excellent
3553,3554,0.31,0.64,6,183,2,1,0,0,engineering,low,poor,average
3554,3555,0.88,0.88,3,153,3,0,0,0,engineering,low,excellent,excellent
3555,3556,0.72,0.72,5,194,4,0,0,0,engineering,low,good,average
3556,3557,0.75,0.66,4,202,2,0,0,0,support,low,good,average
3557,3558,0.82,0.71,4,164,4,0,0,0,support,low,excellent,average
3558,3559,0.82,0.67,3,213,2,0,0,0,support,low,excellent,average
3559,3560,0.15,0.52,4,265,6,0,0,0,support,low,very_poor,poor
3560,3561,0.16,0.88,6,218,3,0,0,0,support,low,very_poor,excellent
3561,3562,0.95,0.4,5,286,4,0,0,0,support,low,excellent,very_poor
3562,3563,0.87,0.73,3,172,3,1,0,0,support,low,excellent,average
3563,3564,0.85,0.89,4,251,2,0,0,0,support,low,excellent,excellent
3564,3565,0.58,0.6,3,110,3,1,0,0,support,low,average,poor
3565,3566,0.63,0.86,3,269,4,0,0,0,support,low,average,good
3566,3567,0.69,0.68,3,151,3,1,0,0,support,low,good,average
3567,3568,0.53,0.85,5,161,2,0,0,0,engineering,medium,average,good
3568,3569,0.96,0.71,4,210,3,0,0,0,engineering,medium,excellent,average
3569,3570,0.73,0.83,2,167,3,0,0,0,engineering,medium,good,good
3570,3571,0.5,0.6,3,270,3,1,0,0,management,medium,average,poor
3571,3572,0.81,0.83,3,133,3,1,0,0,IT,medium,good,good
3572,3573,0.82,0.59,3,249,3,0,0,0,IT,medium,excellent,poor
3573,3574,0.76,0.72,4,266,3,0,0,0,IT,medium,good,average
3574,3575,0.27,0.82,4,276,2,0,0,0,IT,medium,very_poor,good
3575,3576,0.64,0.38,6,215,3,0,0,0,IT,medium,good,very_poor
3576,3577,0.57,0.9,3,262,2,0,0,0,product_mng,medium,average,excellent
3577,3578,0.49,0.84,5,193,3,0,0,0,product_mng,medium,average,good
3578,3579,0.66,0.92,2,102,4,0,0,0,product_mng,medium,good,excellent
3579,3580,0.71,0.36,4,278,4,1,0,0,product_mng,high,good,very_poor
3580,3581,0.61,0.63,3,250,4,0,0,0,IT,low,average,average
3581,3582,0.52,0.89,5,193,4,0,0,0,R&D,medium,average,excellent
3582,3583,0.62,0.91,3,133,3,0,0,0,R&D,medium,average,excellent
3583,3584,0.98,0.65,4,216,4,0,0,0,R&D,medium,excellent,average
3584,3585,0.67,0.56,5,174,2,1,0,0,R&D,medium,good,poor
3585,3586,0.85,0.62,2,280,4,0,0,0,R&D,low,excellent,average
3586,3587,0.84,0.85,4,246,2,0,0,0,marketing,low,excellent,good
3587,3588,1.0,0.53,3,142,3,0,0,0,sales,low,excellent,poor
3588,3589,0.72,0.76,4,144,3,1,0,0,accounting,low,good,good
3589,3590,0.66,0.75,6,100,4,1,0,0,support,low,good,good
3590,3591,0.64,0.71,5,212,2,0,0,0,engineering,low,good,average
3591,3592,1.0,0.76,5,201,3,0,0,0,management,low,excellent,good
3592,3593,0.75,0.59,5,206,2,0,0,0,marketing,low,good,poor
3593,3594,0.81,0.77,4,197,3,0,0,0,marketing,low,good,good
3594,3595,0.31,0.98,5,232,5,0,0,0,marketing,low,poor,excellent
3595,3596,0.32,0.97,6,272,2,0,0,0,sales,low,poor,excellent
3596,3597,0.48,0.5,4,173,3,0,0,0,sales,low,average,poor
3597,3598,0.62,0.42,2,124,2,0,0,0,sales,low,average,very_poor
3598,3599,0.77,0.86,5,282,4,0,0,0,sales,low,good,good
3599,3600,0.76,0.8,2,219,4,1,0,0,sales,low,good,good
3600,3601,0.68,0.41,3,106,6,0,0,0,sales,low,good,very_poor
3601,3602,0.72,0.79,4,192,4,0,0,0,sales,low,good,good
3602,3603,0.87,0.91,5,190,2,0,0,0,sales,low,excellent,excellent
3603,3604,0.59,0.57,2,156,2,0,0,0,sales,low,average,poor
3604,3605,0.7,0.64,3,180,2,0,0,0,sales,low,good,average
3605,3606,0.73,0.81,4,245,2,0,0,0,sales,low,good,good
3606,3607,0.58,0.62,3,169,2,0,0,0,sales,medium,average,average
3607,3608,0.64,0.66,3,188,4,0,0,0,sales,medium,good,average
3608,3609,0.89,0.66,5,224,2,0,0,0,sales,medium,excellent,average
3609,3610,0.95,0.71,3,263,2,1,0,0,sales,medium,excellent,average
3610,3611,0.84,0.9,3,262,2,0,0,0,sales,medium,excellent,excellent
3611,3612,0.6,0.99,4,225,3,0,0,0,sales,medium,average,excellent
3612,3613,0.71,0.63,5,224,3,1,0,0,sales,medium,good,average
3613,3614,0.6,0.95,3,266,3,0,0,0,sales,medium,average,excellent
3614,3615,0.91,0.68,3,218,3,1,0,0,accounting,medium,excellent,average
3615,3616,0.75,1.0,3,102,3,0,0,0,accounting,medium,good,excellent
3616,3617,0.7,0.67,4,181,3,0,0,0,accounting,medium,good,average
3617,3618,0.23,0.64,5,150,5,0,0,0,hr,medium,very_poor,average
3618,3619,0.73,0.83,4,270,2,0,0,0,hr,high,good,good
3619,3620,0.99,0.49,4,270,2,0,0,0,hr,low,excellent,poor
3620,3621,0.62,0.68,5,265,3,0,0,0,hr,medium,average,average
3621,3622,0.98,0.89,4,169,3,0,0,0,engineering,medium,excellent,excellent
3622,3623,0.61,0.94,3,224,4,0,0,0,engineering,medium,average,excellent
3623,3624,0.52,0.92,3,150,2,1,0,0,engineering,medium,average,excellent
3624,3625,0.65,0.66,5,239,4,0,0,0,engineering,low,good,average
3625,3626,0.59,0.9,3,245,3,1,0,0,engineering,low,average,excellent
3626,3627,0.71,0.8,3,182,2,1,0,0,engineering,low,good,good
3627,3628,0.18,0.7,5,182,4,0,0,0,engineering,low,very_poor,average
3628,3629,0.21,0.93,4,243,4,0,0,0,engineering,low,very_poor,excellent
3629,3630,0.15,0.67,6,209,5,0,0,0,engineering,low,very_poor,average
3630,3631,0.97,0.53,4,195,4,0,0,0,engineering,low,excellent,poor
3631,3632,0.39,0.48,3,190,2,0,0,0,engineering,low,poor,very_poor
3632,3633,0.35,0.66,2,140,2,0,0,0,support,medium,poor,average
3633,3634,0.88,0.58,4,147,4,0,0,0,support,medium,excellent,poor
3634,3635,0.58,0.97,3,265,3,0,0,0,support,medium,average,excellent
3635,3636,0.61,0.78,3,238,2,0,0,0,support,medium,average,good
3636,3637,0.59,0.98,3,155,3,0,0,0,support,medium,average,excellent
3637,3638,0.55,0.41,4,132,5,1,0,0,support,medium,average,very_poor
3638,3639,0.52,0.8,5,257,3,0,0,0,support,medium,average,good
3639,3640,0.71,0.77,2,255,3,0,0,0,support,medium,good,good
3640,3641,0.63,0.82,5,229,2,0,0,0,support,medium,average,good
3641,3642,0.17,0.84,5,216,4,0,0,0,support,medium,very_poor,good
3642,3643,0.95,0.49,4,269,4,0,0,0,support,medium,excellent,poor
3643,3644,1.0,0.73,3,205,2,0,0,0,engineering,medium,excellent,average
3644,3645,0.73,0.96,2,151,3,0,0,0,engineering,medium,good,excellent
3645,3646,0.8,0.64,4,246,3,1,0,0,engineering,medium,good,average
3646,3647,0.63,0.8,4,256,4,0,0,0,management,medium,average,good
3647,3648,0.95,0.59,4,235,3,0,0,0,IT,medium,excellent,poor
3648,3649,0.75,0.83,4,229,2,0,0,0,IT,medium,good,good
3649,3650,0.64,0.72,5,158,3,0,0,0,IT,medium,good,average
3650,3651,0.72,1.0,3,197,3,0,0,0,IT,medium,good,excellent
3651,3652,0.72,0.53,3,151,4,0,0,0,IT,medium,good,poor
3652,3653,0.85,0.63,3,167,3,0,0,0,product_mng,medium,excellent,average
3653,3654,0.24,0.94,4,146,4,0,0,0,product_mng,medium,very_poor,excellent
3654,3655,0.69,0.53,4,281,4,0,0,0,product_mng,medium,good,poor
3655,3656,0.69,0.7,3,212,2,0,0,0,product_mng,medium,good,average
3656,3657,0.87,0.59,5,261,3,0,0,0,IT,medium,excellent,poor
3657,3658,0.78,0.91,3,238,2,0,0,0,R&D,high,good,excellent
3658,3659,0.76,0.74,4,235,3,0,0,0,R&D,high,good,average
3659,3660,0.35,0.7,3,107,3,0,0,0,R&D,high,poor,average
3660,3661,0.88,0.59,6,243,4,0,0,0,R&D,high,excellent,poor
3661,3662,0.78,0.79,5,233,3,1,0,0,R&D,high,good,good
3662,3663,0.36,0.42,3,206,5,0,0,0,marketing,high,poor,very_poor
3663,3664,0.24,0.7,5,172,4,0,0,0,sales,high,very_poor,average
3664,3665,0.55,0.82,3,248,2,0,0,0,accounting,high,average,good
3665,3666,0.91,0.53,3,147,4,1,0,0,support,high,excellent,poor
3666,3667,0.66,0.61,5,259,3,0,0,0,engineering,high,good,poor
3667,3668,0.57,0.82,3,267,3,0,0,0,management,high,average,good
3668,3669,0.64,0.64,3,263,3,0,0,0,marketing,high,good,average
3669,3670,0.63,0.98,3,160,4,1,0,0,marketing,low,average,excellent
3670,3671,0.49,0.92,5,176,3,0,0,0,marketing,low,average,excellent
3671,3672,0.7,0.7,3,224,3,0,0,0,sales,low,good,average
3672,3673,0.3,0.71,3,155,2,0,0,0,sales,low,poor,average
3673,3674,0.51,0.52,3,132,3,0,0,0,sales,low,average,poor
3674,3675,0.71,0.87,5,173,3,0,0,0,sales,low,good,good
3675,3676,0.64,0.67,3,165,3,0,0,0,sales,low,good,average
3676,3677,0.67,0.66,6,272,3,0,0,0,sales,low,good,average
3677,3678,0.83,0.94,5,156,3,1,0,0,sales,low,excellent,excellent
3678,3679,0.92,0.96,3,154,2,1,0,0,sales,low,excellent,excellent
3679,3680,0.84,0.53,3,237,3,1,0,0,sales,low,excellent,poor
3680,3681,0.97,0.75,2,271,6,0,0,0,sales,low,excellent,good
3681,3682,0.19,0.91,6,152,3,0,0,0,sales,low,very_poor,excellent
3682,3683,0.86,0.51,4,152,3,1,0,0,sales,low,excellent,poor
3683,3684,0.71,0.69,3,172,3,0,0,0,sales,low,good,average
3684,3685,0.76,0.56,4,214,2,1,0,0,sales,medium,good,poor
3685,3686,0.68,0.88,5,201,3,0,0,0,sales,medium,good,excellent
3686,3687,0.61,0.99,2,275,3,1,0,0,sales,medium,average,excellent
3687,3688,0.85,0.79,3,156,3,0,0,0,sales,medium,excellent,good
3688,3689,0.84,0.89,3,234,2,0,0,0,sales,medium,excellent,excellent
3689,3690,0.62,0.63,2,123,2,0,0,0,sales,medium,average,average
3690,3691,0.77,0.76,3,201,4,0,0,0,accounting,medium,good,good
3691,3692,0.79,0.93,5,160,4,1,0,0,accounting,medium,good,excellent
3692,3693,0.97,0.5,3,173,2,0,0,0,accounting,medium,excellent,poor
3693,3694,0.59,0.61,4,141,2,1,0,0,hr,medium,average,poor
3694,3695,0.93,0.62,3,231,6,0,0,0,hr,medium,excellent,average
3695,3696,0.85,0.54,4,174,2,0,0,0,hr,medium,excellent,poor
3696,3697,0.7,0.57,4,211,3,0,0,0,hr,high,good,poor
3697,3698,0.54,0.91,3,249,3,0,0,0,engineering,high,average,excellent
3698,3699,0.42,0.86,2,108,5,0,0,0,engineering,high,poor,good
3699,3700,0.96,0.75,4,165,3,0,0,0,engineering,high,excellent,good
3700,3701,0.58,0.8,3,181,4,0,0,0,engineering,high,average,good
3701,3702,0.61,0.59,3,237,2,0,0,0,engineering,high,average,poor
3702,3703,0.62,0.97,5,180,2,0,0,0,engineering,high,average,excellent
3703,3704,0.68,0.7,3,209,3,0,0,0,engineering,high,good,average
3704,3705,0.6,0.73,3,191,5,1,0,0,engineering,low,average,average
3705,3706,0.7,0.91,4,181,2,1,0,0,engineering,low,good,excellent
3706,3707,0.65,0.55,4,250,2,0,0,0,engineering,low,good,poor
3707,3708,0.48,0.59,2,179,2,0,0,0,engineering,low,average,poor
3708,3709,0.75,0.73,3,225,4,0,0,0,support,low,good,average
3709,3710,0.69,0.78,5,267,2,1,0,0,support,low,good,good
3710,3711,0.34,0.46,2,169,2,1,0,0,support,low,poor,very_poor
3711,3712,0.59,0.49,4,164,3,0,0,0,support,low,average,poor
3712,3713,0.94,0.95,4,155,3,0,0,0,support,medium,excellent,excellent
3713,3714,0.98,0.77,5,223,2,1,0,0,support,medium,excellent,good
3714,3715,0.72,0.66,3,160,3,0,0,0,support,medium,good,average
3715,3716,0.79,0.7,4,268,2,0,0,0,support,medium,good,average
3716,3717,0.54,0.61,4,151,4,1,0,0,support,medium,average,poor
3717,3718,0.73,0.95,3,156,2,0,0,0,support,medium,good,excellent
3718,3719,0.82,0.58,4,136,3,0,0,0,support,medium,excellent,poor
3719,3720,0.57,0.45,3,189,2,0,0,0,engineering,medium,average,very_poor
3720,3721,0.98,0.93,5,203,2,0,0,0,engineering,medium,excellent,excellent
3721,3722,0.91,0.65,5,174,2,0,0,0,engineering,medium,excellent,average
3722,3723,0.72,0.91,3,239,2,0,0,0,management,medium,good,excellent
3723,3724,0.48,0.73,5,152,6,0,0,0,IT,medium,average,average
3724,3725,0.57,0.86,4,268,6,0,0,0,IT,medium,average,good
3725,3726,0.86,0.96,4,146,3,0,0,0,IT,medium,excellent,excellent
3726,3727,0.63,0.85,3,232,4,0,0,0,IT,medium,average,good
3727,3728,0.81,0.52,3,255,5,0,0,0,IT,medium,good,poor
3728,3729,0.21,0.37,4,129,4,0,0,0,product_mng,medium,very_poor,very_poor
3729,3730,0.9,0.66,3,261,3,1,0,0,product_mng,medium,excellent,average
3730,3731,0.79,0.78,3,101,2,1,0,0,product_mng,medium,good,good
3731,3732,0.95,0.49,4,229,3,0,0,0,product_mng,medium,excellent,poor
3732,3733,0.29,0.43,3,162,4,0,0,0,IT,medium,poor,very_poor
3733,3734,0.81,0.52,4,270,3,0,0,0,R&D,medium,good,poor
3734,3735,0.21,0.56,6,277,5,0,0,0,R&D,medium,very_poor,poor
3735,3736,0.7,0.83,5,261,4,0,0,0,R&D,high,good,good
3736,3737,0.66,0.64,4,204,2,0,0,0,R&D,low,good,average
3737,3738,0.16,0.86,2,215,2,0,0,0,R&D,medium,very_poor,good
3738,3739,0.72,0.8,3,219,3,0,0,0,marketing,medium,good,good
3739,3740,0.51,0.5,3,147,4,0,0,0,sales,medium,average,poor
3740,3741,0.59,0.63,5,243,2,0,0,0,accounting,medium,average,average
3741,3742,0.66,0.4,2,155,5,1,0,0,support,medium,good,very_poor
3742,3743,0.69,0.84,3,253,2,0,0,0,engineering,medium,good,good
3743,3744,0.69,0.94,4,235,3,0,0,0,management,medium,good,excellent
